seller_id,revenue,total_orders,avg_delivery_days,late_rate,avg_review_score,quadrant
001cca7ae9ae17fb1caed9dfb1094831,25080.03,200,12.628205128205128,5.0,3.902542372881356,"Audit (High Revenue, High Risk)"
002100f778ceb8431b7a1020ff7ab48f,1234.5,51,15.777777777777779,16.4,3.981818181818182,Monitor (Low Priority)
004c9cd9d87a3c30c522c48c4fc07416,19712.71,158,13.958333333333334,5.9,4.1437125748503,"Audit (High Revenue, High Risk)"
00720abe85ba0859807595bbf045a33b,1007.5,13,8.153846153846153,7.7,3.6538461538461537,Monitor (Low Priority)
00ee68308b45bc5e2660cd833c3f81cc,20260.0,135,8.732558139534884,6.4,4.3274853801169595,Promote (Strategic Partner)
00fc707aaaad2d31347cf883cd2dfe10,12684.9,103,15.348148148148148,3.7,3.791044776119403,"Audit (High Revenue, High Risk)"
013900e863eace745d3ec7614cab5b1a,1619.7,23,11.038461538461538,0.0,4.730769230769231,"Grow (High Quality, Low Scale)"
014c0679dd340a0e338872e7ec85666a,7058.0,14,18.533333333333335,13.3,3.6666666666666665,"Audit (High Revenue, High Risk)"
014d9a685fd57276679edd00e07089e5,729.88,11,8.5,0.0,3.8333333333333335,Monitor (Low Priority)
0176f73cc1195f367f7b32db1e5b3aa8,4733.1,38,12.947368421052632,10.3,4.0256410256410255,"Audit (High Revenue, High Risk)"
01bcc9d254a0143f0ce9791b960b2a47,1521.21,11,12.4,0.0,4.4,"Grow (High Quality, Low Scale)"
01c97ebb5cdac52891c0ed1c37ba0012,577.5,9,12.333333333333334,0.0,4.083333333333333,Monitor (Low Priority)
01cf7e3d21494c41fb86034f2e714fa1,9729.36,61,11.076923076923077,4.5,4.212121212121212,Promote (Strategic Partner)
01ed254b9ff8407dfb9d99ba1e17d923,1465.99,5,6.4,0.0,5.0,"Grow (High Quality, Low Scale)"
01fd077212124329bac32490e8ef80d9,1208.0,31,7.666666666666667,2.6,4.3076923076923075,"Grow (High Quality, Low Scale)"
01fdefa7697d26ad920e9e0346d4bd1b,14921.43,129,10.276923076923078,5.3,4.346153846153846,Promote (Strategic Partner)
0241d4d5d36f10f80c644447315af0bd,31397.7,238,10.463414634146341,4.5,4.3061224489795915,Promote (Strategic Partner)
0249d282d911d23cb8b869ab49c99f53,393.0,11,9.818181818181818,18.2,4.2727272727272725,"Grow (High Quality, Low Scale)"
02c988090b766852e088c69d7fb3b551,1618.65,13,8.0625,0.0,4.6875,"Grow (High Quality, Low Scale)"
02d35243ea2e497335cd0f076b45675d,5794.0,14,25.4375,25.0,2.6875,"Audit (High Revenue, High Risk)"
02dcd3e8e25bee036e32512bcf175493,1491.9,14,16.866666666666667,29.4,3.588235294117647,Monitor (Low Priority)
02ecc2a19303f05e59ce133fd923fff7,5264.19,21,10.375,0.0,4.541666666666667,Promote (Strategic Partner)
02f5837340d7eb4f653d676c7256523a,3883.05,30,9.166666666666666,3.3,4.833333333333333,Promote (Strategic Partner)
02f623a8eb246f3c5f7c2f96462654e6,6378.0,44,8.068181818181818,6.8,4.558139534883721,Promote (Strategic Partner)
0307f7565ff85b299b6e5ef162b1b1a9,4728.8,7,14.666666666666666,0.0,3.142857142857143,"Audit (High Revenue, High Risk)"
034b9387752bfa309f350a70cd45ffa3,96.0,8,8.125,0.0,4.5,"Grow (High Quality, Low Scale)"
039b29ff3b3473435d0cd59040575de9,114.9,9,8.555555555555555,0.0,4.444444444444445,"Grow (High Quality, Low Scale)"
039e6ad9dae79614493083e241147386,12925.0,5,14.0,20.0,4.0,"Audit (High Revenue, High Risk)"
03a2a6dcbe45d639c4dc2a0d24769c40,1078.41,9,9.88888888888889,11.1,4.111111111111111,Monitor (Low Priority)
0417b067eeab773d2f7061a726dc477f,1859.18,13,17.307692307692307,23.1,3.923076923076923,Monitor (Low Priority)
04308b1ee57b6625f47df1d56f00eedf,60130.6,94,18.42391304347826,7.4,3.882978723404255,"Audit (High Revenue, High Risk)"
0432ead42b6c8a0bdf68154add917fdf,7792.1,85,8.333333333333334,2.2,4.477777777777778,Promote (Strategic Partner)
048c2757535328e0d7dac690ad3c0aae,9264.78,51,18.04,11.8,4.18,Promote (Strategic Partner)
04aa0a1c5ce6b222003403a3e11c3cc0,5518.0,11,15.882352941176471,11.8,3.5294117647058822,"Audit (High Revenue, High Risk)"
04aba03279157f6d4e0fe8ccaf21963c,2575.9,16,11.2,6.2,4.3125,Promote (Strategic Partner)
04e38a233f726ef161074ab1c9b0399a,1352.2,23,11.083333333333334,3.6,3.7857142857142856,Monitor (Low Priority)
04fdea0c111866e6cf812f1570d6b5bd,1055.0,10,17.5,10.0,3.2,Monitor (Low Priority)
0509040ea3fe50071181bbc359eb7738,3737.95,89,10.979166666666666,4.1,4.5,Promote (Strategic Partner)
054694fa03fe82cec4b7551487331d74,9983.1,21,29.714285714285715,27.3,3.3636363636363638,"Audit (High Revenue, High Risk)"
056b4ada5bbc2c50cc7842547dda6b51,12333.390000000001,65,12.307692307692308,10.6,4.123076923076923,"Audit (High Revenue, High Risk)"
0570350b23eda5444f8d1d9544932058,626.9,6,4.0,0.0,5.0,"Grow (High Quality, Low Scale)"
058cb5aeb36d7c0fcae20fc85d5e0a59,1328.0,12,9.333333333333334,7.7,3.3846153846153846,Monitor (Low Priority)
058fd0aa2bfdb2274e05e1ae971dabb6,7667.9,61,9.777777777777779,7.8,4.390625,Promote (Strategic Partner)
05a940b4ecae36cadfd8e93bd9c43257,952.0,10,13.777777777777779,0.0,3.9,Monitor (Low Priority)
05d2173d43ea568aa0540eba70d2ca76,5759.66,62,14.257575757575758,4.5,4.0,"Audit (High Revenue, High Risk)"
05e107217c7266362fd44b75b2cd4cc4,193.38,5,6.375,25.0,4.125,Monitor (Low Priority)
05f51e13da97139648b8125c31e5f51b,13769.01,60,11.916666666666666,14.3,4.095238095238095,"Audit (High Revenue, High Risk)"
05feb94f19d094d4b0f9281f0b1d4c99,9353.0,6,14.833333333333334,0.0,4.5,Promote (Strategic Partner)
05ff92fedb5be47920fea08e501238b9,21992.78,59,11.783333333333333,3.2,4.209677419354839,Promote (Strategic Partner)
062ce95fa2ad4dfaedfc79260130565f,7521.0,55,12.745762711864407,3.3,3.966666666666667,"Audit (High Revenue, High Risk)"
06532f10282704ef4c69168b914b77be,10220.5,8,16.125,0.0,4.222222222222222,Promote (Strategic Partner)
06579cb253ecd5a3a12a9e6eb6bf8f47,4727.2,62,10.485714285714286,9.7,3.763888888888889,"Audit (High Revenue, High Risk)"
066a6914e1ebf3ea95a216c73a986b91,9410.380000000001,68,13.63888888888889,4.1,3.9726027397260273,"Audit (High Revenue, High Risk)"
0691148aee60ca47977c187804f935ae,5868.51,47,12.584905660377359,3.8,3.990566037735849,"Audit (High Revenue, High Risk)"
06a2c3af7b3aee5d69171b0e14f0ee87,36408.95,392,17.271144278606965,19.3,4.0,"Audit (High Revenue, High Risk)"
06bb3a2fe5e7b7a845b13e8fb91bd944,1536.19,17,8.333333333333334,0.0,4.611111111111111,"Grow (High Quality, Low Scale)"
06df0c10d34e459d9672bc77388742eb,9070.0,26,9.2,3.3,4.366666666666666,Promote (Strategic Partner)
06e5eefc71ec47ae763c5c6f8db7064f,22188.56,92,10.53763440860215,0.0,3.903225806451613,"Audit (High Revenue, High Risk)"
07017df32dc5f2f1d2801e579548d620,946.49,8,9.666666666666666,0.0,4.111111111111111,Monitor (Low Priority)
070d165398b553f3b4b851c216b8a358,3393.16,32,10.631578947368421,10.3,3.5,"Audit (High Revenue, High Risk)"
0725b8c0f3f906e58f70cbe76b7c748c,2190.3,17,11.222222222222221,10.8,3.581081081081081,Monitor (Low Priority)
0747d5bb69f0586cc869d8af4c50f93e,346.59999999999997,14,13.846153846153847,6.7,3.466666666666667,Monitor (Low Priority)
0791d9fc1e30678ecf03d3e55fa108d3,842.0,5,5.7272727272727275,0.0,2.727272727272727,Monitor (Low Priority)
079d295dcbf06ee8bb1b65ba964eb2b6,349.3,5,6.3,0.0,4.8,"Grow (High Quality, Low Scale)"
07bf9669d84d1f11be443a9dd938f698,1776.0,18,8.291666666666666,0.0,3.25,Monitor (Low Priority)
07de60b03d150fb3ea09eab5da5e4c8b,719.1,9,12.88888888888889,11.1,4.333333333333333,"Grow (High Quality, Low Scale)"
080102cd0a76b09e0dcf55fcacc60e05,5716.78,124,9.296875,3.8,4.492307692307692,Promote (Strategic Partner)
080199a181c46c657dc5aa235411be3b,14504.2,79,7.626506024096385,1.2,4.609756097560975,Promote (Strategic Partner)
08084d990eb3f53af056ccbc1730c8a7,372.5,12,8.0,0.0,4.454545454545454,"Grow (High Quality, Low Scale)"
082e0bf4cb865a6533b1e8e498cc0255,2073.3,11,12.73913043478261,13.0,3.3043478260869565,Monitor (Low Priority)
085f6f7e049c996695fb2074fe38d45e,305.4,6,10.125,0.0,3.625,Monitor (Low Priority)
08633c14ef2db992c11f840f04fad4cd,7644.3,74,9.721649484536082,5.2,4.237113402061856,Promote (Strategic Partner)
0873d9f8f36123f8d910f4760e788cfb,7265.59,6,12.833333333333334,33.3,3.1666666666666665,"Audit (High Revenue, High Risk)"
0885aaf116795758dfeb5f1032487bcd,2648.0,28,5.241379310344827,0.0,4.2,Promote (Strategic Partner)
0887a9f087bcd5d9f6642b52f897fc6c,1642.0,12,13.583333333333334,8.3,4.416666666666667,"Grow (High Quality, Low Scale)"
08ad4ac1388e4420ca531c3edfc46198,221.61999999999998,6,6.571428571428571,0.0,2.7142857142857144,Monitor (Low Priority)
08d0949a9a17c027262db1f3c450c26c,324.8,12,13.75,0.0,3.7083333333333335,Monitor (Low Priority)
08d2d642cf72b622b14dde1d2f5eb2f5,914.0,17,14.45,9.5,4.45,"Grow (High Quality, Low Scale)"
093805f8f2aeb63881444571e1f48f30,1215.79,22,7.7407407407407405,3.7,3.814814814814815,Monitor (Low Priority)
094ced053e257ae8cae57205592d6712,1519.2,19,11.789473684210526,0.0,4.052631578947368,Monitor (Low Priority)
0951a6e282947e09cd47969f4ed0b47f,492.3,7,4.285714285714286,0.0,4.857142857142857,"Grow (High Quality, Low Scale)"
09883d9ab71c8fe8a9bfc7fc3075b07e,329.5,5,14.0,20.0,3.4,Monitor (Low Priority)
099095b050cfe8eb1ddff5317587e96e,5193.83,17,10.0,15.0,2.95,"Audit (High Revenue, High Risk)"
09bad886111255c5b5030314fc7f1a4a,487.5,5,6.0,0.0,5.0,"Grow (High Quality, Low Scale)"
09f952a5f58d2285b0372551ae8f9b01,11821.5,50,12.660714285714286,5.4,3.875,"Audit (High Revenue, High Risk)"
0a85ebe4e328db81ac9109781205e2f7,667.9,12,4.75,8.3,4.583333333333333,"Grow (High Quality, Low Scale)"
0ac4201fda2c68ebc0e47cb9423cf3c9,1676.88,13,12.071428571428571,7.1,4.285714285714286,"Grow (High Quality, Low Scale)"
0ad80de75c811326389cfb1daba7d45e,1449.3999999999999,6,8.5,0.0,5.0,"Grow (High Quality, Low Scale)"
0adac9fbd9a2b63cccaac4f8756c1ca8,15960.95,110,12.343283582089553,4.2,3.8865248226950353,"Audit (High Revenue, High Risk)"
