cohort_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20
2016-09,100.0,,,,,,,,,,,,,,,,,,,
2016-10,100.0,,,,,,0.32786885245901637,,,0.32786885245901637,,0.32786885245901637,,0.32786885245901637,,0.32786885245901637,,0.32786885245901637,0.6557377049180327,0.6557377049180327
2016-12,100.0,100.0,,,,,,,,,,,,,,,,,,
2017-01,100.0,0.3978779840848806,0.2652519893899204,0.1326259946949602,0.3978779840848806,0.1326259946949602,0.3978779840848806,0.1326259946949602,0.1326259946949602,,0.3978779840848806,0.1326259946949602,0.6631299734748011,0.3978779840848806,0.1326259946949602,0.1326259946949602,0.2652519893899204,0.3978779840848806,0.1326259946949602,
2017-02,100.0,0.23460410557184752,0.2932551319648094,0.11730205278592376,0.41055718475073316,0.11730205278592376,0.23460410557184752,0.17595307917888564,0.11730205278592376,0.17595307917888564,0.11730205278592376,0.2932551319648094,0.11730205278592376,0.17595307917888564,0.11730205278592376,0.05865102639296188,0.05865102639296188,0.23460410557184752,,
2017-03,100.0,0.5009633911368016,0.3468208092485549,0.3853564547206166,0.3468208092485549,0.15414258188824664,0.15414258188824664,0.3082851637764933,0.3468208092485549,0.07707129094412332,0.3853564547206166,0.11560693641618498,0.23121387283236997,0.11560693641618498,0.15414258188824664,0.23121387283236997,0.07707129094412332,0.15414258188824664,,
2017-04,100.0,0.5985463873450192,0.21376656690893547,0.17101325352714836,0.3420265070542967,0.25651988029072254,0.3420265070542967,0.2992731936725096,0.2992731936725096,0.17101325352714836,0.25651988029072254,0.08550662676357418,0.08550662676357418,0.04275331338178709,0.08550662676357418,0.08550662676357418,0.17101325352714836,,,
2017-05,100.0,0.47752808988764045,0.47752808988764045,0.39325842696629215,0.3089887640449438,0.33707865168539325,0.42134831460674155,0.1404494382022472,0.25280898876404495,0.2808988764044944,0.25280898876404495,0.33707865168539325,0.25280898876404495,0.02808988764044944,0.19662921348314608,0.25280898876404495,,,,
2017-06,100.0,0.48169556840077066,0.35324341682723187,0.3853564547206166,0.2569043031470777,0.3853564547206166,0.3853564547206166,0.22479126525369297,0.12845215157353884,0.22479126525369297,0.3211303789338471,0.35324341682723187,0.16056518946692355,0.12845215157353884,0.1926782273603083,,,,,
2017-07,100.0,0.5204267499349466,0.36429872495446264,0.234192037470726,0.28623471246422066,0.20817069997397866,0.312256049960968,0.10408534998698933,0.18214936247723132,0.2602133749674733,0.20817069997397866,0.28623471246422066,0.13010668748373666,0.2602133749674733,,,,,,
2017-08,100.0,0.6748614123885274,0.3374307061942637,0.2651241262954929,0.3615328994938539,0.5302482525909858,0.28922631959508316,0.2651241262954929,0.14461315979754158,0.14461315979754158,0.2410219329959026,0.1928175463967221,0.09640877319836105,,,,,,,
2017-09,100.0,0.6845965770171148,0.5378973105134475,0.293398533007335,0.4400977995110024,0.2200488997555012,0.2200488997555012,0.24449877750611246,0.293398533007335,0.1711491442542787,0.26894865525672373,0.07334963325183375,,,,,,,,
2017-10,100.0,0.7026291931097008,0.24932003626473254,0.09066183136899365,0.22665457842248413,0.20398912058023572,0.22665457842248413,0.3626473254759746,0.271985494106981,0.20398912058023572,0.20398912058023572,,,,,,,,,
2017-11,100.0,0.5542469170015242,0.38797284190106696,0.18013024802549535,0.19398642095053348,0.18013024802549535,0.11084938340030484,0.19398642095053348,0.13856172925038104,0.05542469170015242,,,,,,,,,,
2017-12,100.0,0.2205071664829107,0.27563395810363833,0.34913634693127527,0.25725836089672915,0.20213156927600148,0.16538037486218302,0.018375597206909226,0.2205071664829107,,,,,,,,,,,
2018-01,100.0,0.34369182299871115,0.37233280824860376,0.286409852498926,0.286409852498926,0.15752541887440927,0.17184591149935557,0.22912788199914075,,,,,,,,,,,,
2018-02,100.0,0.3892868265337901,0.3892868265337901,0.2958579881656805,0.26471504204297724,0.21800062285892244,0.20242914979757085,,,,,,,,,,,,,
2018-03,100.0,0.446235785231035,0.31668346048654095,0.2878940549877645,0.12955232474449402,0.1151576219951058,,,,,,,,,,,,,,
2018-04,100.0,0.5813086898196452,0.3130123714413474,0.2384856163362647,0.1341481591891489,,,,,,,,,,,,,,,
2018-05,100.0,0.5299818291944276,0.27256208358570566,0.21199273167777105,,,,,,,,,,,,,,,,
2018-06,100.0,0.42130097741826766,0.2696326255476913,,,,,,,,,,,,,,,,,
2018-07,100.0,0.5120581433762802,,,,,,,,,,,,,,,,,,
2018-08,100.0,0.016030779095864058,,,,,,,,,,,,,,,,,,
